date,time,log_id,level,component,message,log_id_numeric,hour,minute,second,message_length,word_count,component_length,prediction,anomaly_score,anomaly
081109,210712,1333,INFO,dfs.DataNode$PacketResponder,Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225,1333,21,7,12,77,8,28,1,0.030601833376333043,NORMAL
081109,210743,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864,27,21,7,43,121,11,16,1,0.038785533366585856,NORMAL
081109,210801,1357,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,1357,21,8,1,93,7,24,1,0.018838749301230973,NORMAL
081109,210807,1408,INFO,dfs.DataNode$PacketResponder,Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79,1408,21,8,7,74,8,28,1,0.025136590579384666,NORMAL
081109,210812,1395,INFO,dfs.DataNode$PacketResponder,Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33,1395,21,8,12,75,8,28,1,0.0359862890256375,NORMAL
081109,210921,1452,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010,1452,21,9,21,93,7,24,1,0.055424838944899635,NORMAL
081109,210935,1458,INFO,dfs.DataNode$PacketResponder,Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214,1458,21,9,35,75,8,28,1,0.037831714453947396,NORMAL
081109,211029,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864,31,21,10,29,120,11,16,1,0.0527978298067765,NORMAL
081109,211038,1490,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5073870177832699716 terminating,1490,21,10,38,64,6,28,1,0.025173024592966997,NORMAL
081109,211216,1504,INFO,dfs.DataNode$PacketResponder,Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161,1504,21,12,16,75,8,28,1,0.03995107473361337,NORMAL
081109,211301,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864,29,21,13,1,123,11,16,1,0.01447634622904359,NORMAL
081109,211353,1574,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7791237942696729620 terminating,1574,21,13,53,63,6,28,1,0.004887425988585492,NORMAL
081109,211403,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917,31,21,14,3,121,11,16,1,0.022141067329722985,NORMAL
081109,211453,1623,INFO,dfs.DataNode$PacketResponder,Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242,1623,21,14,53,75,8,28,1,0.016516088698287024,NORMAL
081109,211528,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864,29,21,15,28,121,11,16,1,0.0576994836487435,NORMAL
081109,211617,1635,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1527267659500322006 terminating,1635,21,16,17,64,6,28,1,0.030248304740390752,NORMAL
081109,211918,1777,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4886940526690879848 terminating,1777,21,19,18,63,6,28,1,0.0279159075403127,NORMAL
081109,212029,1814,INFO,dfs.DataNode$PacketResponder,Received block blk_-2452477352812192142 of size 67108864 from /10.250.7.244,1814,21,20,29,75,8,28,1,0.03735579354233742,NORMAL
081109,212219,1885,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4229375751333894621 terminating,1885,21,22,19,64,6,28,1,0.03403596230666883,NORMAL
081109,212220,1946,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,1946,21,22,20,90,7,24,1,0.05957426973475899,NORMAL
081109,212245,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,27,21,22,45,130,4,16,-1,-0.005406172197771286,ANOMALY
081109,212317,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,34,21,23,17,131,4,16,-1,-0.0014010460654035883,ANOMALY
081109,212338,2007,INFO,dfs.DataNode$PacketResponder,Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,2007,21,23,38,75,8,28,1,0.03706254535362241,NORMAL
081109,212403,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,35,21,24,3,122,11,16,1,0.0031527663445442,NORMAL
081109,212440,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,31,21,24,40,121,11,16,1,0.0517557502348841,NORMAL
081109,212703,2053,INFO,dfs.DataNode$PacketResponder,Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,2053,21,27,3,74,8,28,1,0.02178876605844282,NORMAL
081109,212904,2174,INFO,dfs.DataNode$PacketResponder,Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,2174,21,29,4,75,8,28,1,0.032482041024298414,NORMAL
081109,212931,2211,INFO,dfs.DataNode$PacketResponder,Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,2211,21,29,31,77,8,28,1,0.039489730153567826,NORMAL
081109,213009,2207,INFO,dfs.DataNode$PacketResponder,Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,2207,21,30,9,74,8,28,1,0.04409053735757196,NORMAL
081109,213028,2206,INFO,dfs.DataNode$PacketResponder,Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,2206,21,30,28,73,8,28,1,0.037587200270322696,NORMAL
081109,213217,2267,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5852844080027817147 terminating,2267,21,32,17,64,6,28,1,0.04327807800807071,NORMAL
081109,213353,2313,INFO,dfs.DataNode$PacketResponder,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,2313,21,33,53,76,8,28,1,0.023273593276846194,NORMAL
081109,213436,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2827716238972737794,13,21,34,36,51,4,20,-1,-0.05131043267169033,ANOMALY
081109,213506,2421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010,2421,21,35,6,91,7,24,1,0.04814415546788342,NORMAL
081109,213510,2384,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9093049293972551787 terminating,2384,21,35,10,63,6,28,1,0.03692880604381055,NORMAL
081109,213837,19,INFO,dfs.FSDataset,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,19,21,38,37,104,5,13,1,0.03990242306198699,NORMAL
081109,213847,2552,INFO,dfs.DataNode$DataXceiver,10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80,2552,21,38,47,76,6,24,1,0.02396236051632017,NORMAL
081109,213907,2497,INFO,dfs.DataNode$DataXceiver,10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229,2497,21,39,7,75,6,24,1,0.030750898970013596,NORMAL
081109,213908,2549,INFO,dfs.DataNode$DataXceiver,10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192,2549,21,39,8,75,6,24,1,0.03367082776479813,NORMAL
081109,214009,2594,INFO,dfs.DataNode$DataXceiver,10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147,2594,21,40,9,73,6,24,1,0.030719308158331016,NORMAL
081109,214043,2561,WARN,dfs.DataNode$DataXceiver,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,2561,21,40,43,89,7,24,1,0.04847688281354001,NORMAL
081109,214402,2677,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,2677,21,44,2,91,7,24,1,0.033873390901651756,NORMAL
081109,214524,2633,INFO,dfs.DataNode$DataXceiver,10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150,2633,21,45,24,75,6,24,1,0.028696262612703083,NORMAL
081109,214529,2747,WARN,dfs.DataNode$DataXceiver,10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:,2747,21,45,29,91,7,24,1,0.05739586752026277,NORMAL
081109,214910,2848,WARN,dfs.DataNode$DataXceiver,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,2848,21,49,10,91,7,24,1,0.05420211169163902,NORMAL
081109,214919,2899,INFO,dfs.DataNode$DataXceiver,10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70,2899,21,49,19,75,6,24,1,0.023453908435486337,NORMAL
081109,215136,2868,WARN,dfs.DataNode$DataXceiver,10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:,2868,21,51,36,90,7,24,1,0.0406307052725946,NORMAL
081109,215259,2934,WARN,dfs.DataNode$DataXceiver,10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:,2934,21,52,59,89,7,24,1,0.0032033054689339924,NORMAL
081109,215702,3022,WARN,dfs.DataNode$DataXceiver,10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:,3022,21,57,2,90,7,24,1,0.009500232236601236,NORMAL
081109,215734,3055,INFO,dfs.DataNode$DataXceiver,10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115,3055,21,57,34,73,6,24,-1,-0.0009370667255790277,ANOMALY
081109,220032,3137,WARN,dfs.DataNode$DataXceiver,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,3137,22,0,32,89,7,24,1,0.027854975710583818,NORMAL
081109,220403,3148,WARN,dfs.DataNode$DataXceiver,10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:,3148,22,4,3,93,7,24,1,0.019142934115386367,NORMAL
081109,220528,3174,INFO,dfs.DataNode$DataXceiver,10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98,3174,22,5,28,75,6,24,1,0.02056745944578353,NORMAL
081109,221105,3338,WARN,dfs.DataNode$DataXceiver,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:,3338,22,11,5,90,7,24,1,0.030056145699859482,NORMAL
081109,221151,3361,WARN,dfs.DataNode$DataXceiver,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,3361,22,11,51,90,7,24,1,0.03578740460675489,NORMAL
081109,222040,3463,WARN,dfs.DataNode$DataXceiver,10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,3463,22,20,40,92,7,24,1,0.05409983460643952,NORMAL
081109,222041,3390,WARN,dfs.DataNode$DataXceiver,10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:,3390,22,20,41,87,7,24,1,0.049046299370312574,NORMAL
081109,222342,3462,WARN,dfs.DataNode$DataXceiver,10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:,3462,22,23,42,89,7,24,1,0.05104055132187435,NORMAL
081109,222650,3459,WARN,dfs.DataNode$DataXceiver,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:,3459,22,26,50,92,7,24,1,0.047415724047492724,NORMAL
081109,223211,3544,INFO,dfs.DataNode$DataXceiver,10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246,3544,22,32,11,74,6,24,1,0.03355460357405193,NORMAL
081109,223910,3540,WARN,dfs.DataNode$DataXceiver,10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:,3540,22,39,10,90,7,24,1,0.056672689981875524,NORMAL
081109,224054,3560,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,3560,22,40,54,91,7,24,1,0.040772413455012035,NORMAL
081109,224234,3638,WARN,dfs.DataNode$DataXceiver,10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:,3638,22,42,34,91,7,24,1,0.058744001615572305,NORMAL
081109,224420,3666,WARN,dfs.DataNode$DataXceiver,10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:,3666,22,44,20,89,7,24,1,0.056357712293384266,NORMAL
081109,224741,3699,WARN,dfs.DataNode$DataXceiver,10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:,3699,22,47,41,88,7,24,1,0.04298905238101991,NORMAL
081109,230110,3647,WARN,dfs.DataNode$DataXceiver,10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:,3647,23,1,10,91,7,24,1,0.014345758418104815,NORMAL
081109,232200,3856,INFO,dfs.DataNode$PacketResponder,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64,3856,23,22,0,75,8,28,-1,-0.013729072063743852,ANOMALY
081109,232324,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,32,23,23,24,121,11,16,1,0.036985610906446253,NORMAL
081109,232346,3820,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010,3820,23,23,46,92,7,24,1,0.03681821971629573,NORMAL
081109,232639,3792,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6837050820114491742 terminating,3792,23,26,39,64,6,28,1,0.02777585574271635,NORMAL
081109,232828,3875,INFO,dfs.DataNode$PacketResponder,Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6,3875,23,28,28,74,8,28,1,0.025201417331043197,NORMAL
081109,232829,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,33,23,28,29,121,11,16,1,0.02705899160988645,NORMAL
081109,232833,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864,32,23,28,33,119,11,16,1,0.021388622324051587,NORMAL
081109,232923,3792,INFO,dfs.DataNode$PacketResponder,Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5,3792,23,29,23,73,8,28,1,0.02058038830424369,NORMAL
081109,232926,3783,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010,3783,23,29,26,95,7,24,1,0.0405352618630036,NORMAL
081109,233108,3872,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-54240672253074715 terminating,3872,23,31,8,62,6,28,1,0.014755612382493122,NORMAL
081109,233356,3917,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010,3917,23,33,56,93,7,24,1,0.02629998751816287,NORMAL
081109,233753,3950,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,3950,23,37,53,91,7,24,1,0.03300487259507823,NORMAL
081109,233835,4139,INFO,dfs.DataNode$DataXceiver,Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010,4139,23,38,35,87,7,24,1,0.04100057225101339,NORMAL
081109,233836,4061,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010,4061,23,38,36,95,7,24,1,0.04749598665267385,NORMAL
081109,233849,4087,INFO,dfs.DataNode$PacketResponder,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,4087,23,38,49,76,8,28,1,0.0174495947529415,NORMAL
081109,234027,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864,26,23,40,27,121,11,16,1,0.0367688221833079,NORMAL
081109,234107,4261,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010,4261,23,41,7,93,7,24,1,0.03498890095375373,NORMAL
081109,234110,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708,26,23,41,10,135,4,16,-1,-0.04742836012355145,ANOMALY
081109,234111,4288,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2028803850179311599 terminating,4288,23,41,11,63,6,28,1,0.024413598209872545,NORMAL
081109,234112,4136,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8562334328670278932 src: /10.251.194.147:46714 dest: /10.251.194.147:50010,4136,23,41,12,95,7,24,1,0.04109861382033653,NORMAL
081109,234325,4246,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8108913101671416218 terminating,4246,23,43,25,64,6,28,1,0.03104566199761094,NORMAL
081109,234512,4223,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7640601843607665080 terminating,4223,23,45,12,64,6,28,1,0.018963936372073387,NORMAL
081109,234516,4136,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7654726977769174867 src: /10.251.110.160:49990 dest: /10.251.110.160:50010,4136,23,45,16,94,7,24,1,0.042628989202327605,NORMAL
081109,234555,4345,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8320088109701056055 terminating,4345,23,45,55,63,6,28,1,0.0008409438386677293,NORMAL
081109,234605,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4585055992495043771 size 67108864,26,23,46,5,122,11,16,1,0.006317069170203804,NORMAL
081109,234644,4177,INFO,dfs.DataNode$PacketResponder,Received block blk_-4330512786228504138 of size 67108864 from /10.251.67.225,4177,23,46,44,76,8,28,1,0.015348108967502383,NORMAL
081109,234706,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_4628142183191390143 size 67108864,34,23,47,6,121,11,16,1,0.0035436777773268924,NORMAL
081109,234719,4344,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6766351519628312408 terminating,4344,23,47,19,64,6,28,1,0.017560411213867866,NORMAL
081109,234728,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-476906696485288376 size 67108864,27,23,47,28,120,11,16,1,0.021264833402286243,NORMAL
081109,234835,3972,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7436749154361133879 terminating,3972,23,48,35,64,6,28,1,0.022949920037192095,NORMAL
081109,234835,4259,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010,4259,23,48,35,88,7,24,1,0.034668946675170065,NORMAL
081109,234924,4275,INFO,dfs.DataNode$PacketResponder,Received block blk_-684595390732854503 of size 67108864 from /10.250.6.191,4275,23,49,24,74,8,28,1,0.011577737055675219,NORMAL
081109,235030,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6956067134432991406 size 67108864,31,23,50,30,121,11,16,1,0.03118537796553722,NORMAL
081109,235138,3469,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_549647953114643908 terminating,3469,23,51,38,62,6,28,1,0.007509614234404216,NORMAL
